Sample name	ST (Pending novel allocation)	Source Niche	Source Type	Intestinal_or_Extraintestinal	Collection	State	Biosample (Pending allocations)	IncF RST
AUSMDU00038475	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B16
AUSMDU00008531	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!/F2!:A4:B1
AUSMDU00019968	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A6?:B1
AUSMDU00019173	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B10
AusGEM_00824	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36:A6?:B1
ERR537636	131	Human	Human	Extraintestinal	Enterobase	NA	SAMEA2603588	F100:A6?:B1
AUSMDU00064933	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A6?:B1
AusGEM_00743	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36:A6?:B1
ERR5355877	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101189	F36:A6?:B1
AUSMDU00019560	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A6?:B1
AUSMDU00018542	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00010462	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
ERR161272	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486668	F2:A1:B-
AUSMDU00020296	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16*
AUSMDU00016427	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16*
AUSMDU00016170	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16*
ERR5355855	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101166	F1:A1:B-
AUSMDU00008403	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
ERR5355711	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101023	F1:A1:B16
AusGEM_01540	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F1:A1:B16
AusGEM_01536	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F1:A1:B16
AUSMDU00036805	131	Human	Human	Intestinal	MDU	VIC	NA	F35:A1:B20
AUSMDU00048793	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F35!:A1:B20
AUSMDU00019500	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B16
AUSMDU00015266	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00011372	131	Human	Human	Intestinal	MDU	VIC	NA	F79!/F51!:A-:B10
AUSMDU00008205	131	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B-
AUSMDU00047849	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00021241	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B16
ERR5355812	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101124	F1:A1:B16
ERR161303	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486581	F1:A-:B23
AusGEM_01315	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AUSMDU00031978-B	131	Human	Human	Intestinal	MDU	VIC	NA	F2/K2:A1:B16
AUSMDU00011173	131	Human	Human	Unknown	MDU	VIC	NA	F1:A1*:B16
AUSMDU00008410	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00019229	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
ERR161266	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486630	F1:A-:B23
AUSMDU00015798	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A-:B23
AUSMDU00007523	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00007522	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00015553	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00012787	131	Human	Human	Intestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00043768	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A1:B16
AUSMDU00020484	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
SRR7724804	131	Wild Animal	Avian	Unknown	Enterobase	NSW	SAMN09866758	F1:A1:B16
SRR7724679	131	Wild Animal	Avian	Unknown	Enterobase	NSW	SAMN09866743	F1:A1:B16
AUSMDU00019332	131	Human	Human	Intestinal	MDU	VIC	NA	F-:A1:B16
AUSMDU00010930	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
AUSMDU00024068	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
ERR5355916	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101228	F2:A1:B-
ERR161252	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486653	F36?/C3?*:A1:B20
AUSMDU00008635	131	Human	Human	Intestinal	MDU	VIC	NA	K2:A-:B-
ERR161262	131	Human	Human	Unknown	Enterobase	ACT	SAMEA1486651	F2:A1:B-
AUSMDU00010592	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B-
SRR7724629	131	Wild Animal	Avian	Unknown	Enterobase	WA	SAMN09866791	F1:A1:B-
AUSMDU00017147	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AusGEM_01240	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
SRR6456034	131	Human	Human	Extraintestinal	Enterobase	NSW	SAMN08328811	F2:A1:B-
ERR5355710	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101022	F2:A1:B-
AUSMDU00029408	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00010590	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B-
AusGEM_01537	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A1:B-
AUSMDU00021209	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
SRR7828749	131	Human	Human	Extraintestinal	Enterobase	NA	SAMN10059025	F2:A1:B-
AUSMDU00019967	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00032460	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00058243	131	Human	Human	Unknown	MDU	VIC	NA	F2:A1:B-
AUSMDU00016901	131	Human	Human	Unknown	MDU	VIC	NA	F2:A1:B-
AUSMDU00031862	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00017249	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00015597	131	Human	Human	Extraintestinal	MDU	VIC	NA	F35:A1?:B-
ERR5355886	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101198	F2:A1:B-
AusGEM_01945	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2!/F10!:A1:B-
SRR5936494	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMN07510236	F2:A1:B-
AusGEM_02033	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
AUSMDU00057100	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00010817	131	Human	Human	Intestinal	MDU	VIC	NA	F-:A1:B-
ERR5355826	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101138	F2:A1:B-
ERR5355802	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101114	F2:A1:B-
AUSMDU00010801	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A1:B-
TEA_72_3_TC1	131	Human	Human	Intestinal	TEA	ACT	NA	F59:A1:B16
TEA_72_2_AC9	131	Human	Human	Intestinal	TEA	ACT	NA	F59!/F1!:A1:B16
ERR161276	131	Human	Human	Unknown	Enterobase	QLD	SAMEA1486629	F2:A1:B-
SRR5936512	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMN07510271	F2:A1:B-
AUSMDU00008607	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B-
AUSMDU00013447	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00020483	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F22!:A1:B20
AUSMDU00064126	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AUSMDU00059974	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B-
AusGEM_01385	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A-:B10
AusGEM_01447	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24:A-:B1
AusGEM_01129	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F-:A2:B20
AUSMDU00019980	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
ERR5355634	131	Human	Human	Unknown	Enterobase	NA	SAMEA8100946	F1:A1:B16
AUSMDU00020294	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A1:B16
SRR7828698	131	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058890	F-:A1:B16
ERR161304	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486657	F2:A1:B-
AusGEM_01952	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
AusGEM_01316	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B23
AusGEM_01956	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B23
AusGEM_01955	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B23
AusGEM_01328	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B23
AUSMDU00045069	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B63
TEA_55_1_Ti19	131	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_55_1_TC9	131	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
TEA_55_1_AU4	131	Human	Human	Intestinal	TEA	ACT	NA	F29:A-:B10
AusGEM_01243	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01950	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01940	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01304	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01214	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
AusGEM_01210	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F95!/F29!:A-:B10
ERR161277	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486661	F31!/F29!:A-:B10
AusGEM_00644	131	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
SRR933539	131	Human	Human	Unknown	Enterobase	NA	SAMN02228548	F29:A-:B10
AUSMDU00060229	131	Human	Human	Extraintestinal	MDU	VIC	NA	F29:A-:B10
AUSMDU00041915	2279	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00023510	131	Human	Human	Unknown	MDU	VIC	NA	F29:A-:B10
AusGEM_01105	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F29:A-:B10
TEA_C3_29	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_A1_49	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W1_65	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_W1_57b	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C2_116	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
TEA_C4_100	131	Food	Poultry Meat	Other	TEA	ACT	NA	C4:A-:B1
ERR161305	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486627	F4:A-:B1
AusGEM_00035	131	Livestock	Avian	Extraintestinal	AusGEM	NA	NA	F24:A-:B40
TEA_M714	131	Wild Animal	Mammal	Intestinal	TEA	ACT	NA	F64*:A-:B45
TEA_B127	131	Wild Animal	Avian	Intestinal	TEA	NSW	NA	F35:A-:B45
AusGEM_02011	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F24!/F2!:A-:B8
SRR11608161	131	Companion Animal	Canine	Extraintestinal	Enterobase	NSW	SAMN14686256	F29:A-:B10
SRR11080157	131	Wild Animal	Mammal	Intestinal	Enterobase	NA	SAMN14096474	F29:A-:B10
SRR11608157	131	Companion Animal	Canine	Unknown	Enterobase	SA	SAMN14686260	F29:A-:B10
AusGEM_00601	131	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00593	131	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00608	131	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_00585	131	Companion Animal	Canine	Extraintestinal	AusGEM	VIC	NA	F29:A-:B10
AusGEM_01993	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B1
AusGEM_00889	131	Livestock	Porcine	Intestinal	AusGEM	NSW	NA	F2:A-:B1
SRR4067487	131	Human	Human	Intestinal	Enterobase	NSW	SAMN05567350	F2:A-:B1
ERR5355709	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101021	F2:A-:B-
AusGEM_01905	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F11:A-:B63
AUSMDU00042359	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2*:A1:B63
AUSMDU00019347	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A1:B63
AUSMDU00008416	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AusGEM_00784	8196	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AusGEM_00785	8196	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A-:B-
AusGEM_00843	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AUSMDU00061451	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
SRR5936496	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMN07510234	F90:A2:B33
ERR161278	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMEA1486593	F36!/F31!:A4:B1
AusGEM_01534	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A-:B10
AusGEM_01541	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F2:A-:B10
AUSMDU00022383	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B10
AUSMDU00034396	8189	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B10
AUSMDU00010660	8189	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B10
AUSMDU00014023	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B10
AUSMDU00015570	131	Human	Human	Intestinal	MDU	VIC	NA	F4:A-:B-
ERR5355862	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101174	F-:A-:B-
ERR5355688	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101000	F36!/F31!:A4:B1
AUSMDU00015814	131	Human	Human	Intestinal	MDU	VIC	NA	F36:A4:B1
SRR11608158	131	Companion Animal	Canine	Extraintestinal	Enterobase	NSW	SAMN14686259	F36!/F31!:A4:B1
SRR11608155	131	Companion Animal	Canine	Extraintestinal	Enterobase	NSW	SAMN14686262	F36!/F31!:A4:B1
AUSMDU00010577	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00008616	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00070153	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00067147	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00015254	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00035601	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010932	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00007866	131	Human	Human	Unknown	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010777	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00021457	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00034479	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A-:B59*
AUSMDU00016157	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A-:B59*
ERR5355917	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101229	F-:A-:B-
ERR5355912	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101224	F36!/F31!:A-:B1
ERR5355863	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101175	F36!/F31!:A-:B1
AUSMDU00034359	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A-:B1
AUSMDU00011379	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A-:B1
SRR11094156	131	Human	Human	Unknown	Enterobase	QLD	SAMN14118536	F-:A-:B-
AUSMDU00018863	131	Human	Human	Extraintestinal	MDU	VIC	NA	F31:A-:B1
AUSMDU00022403	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A-:B1
ERR5355613	131	Human	Human	Unknown	Enterobase	NA	SAMEA8100925	F-:A-:B-
AUSMDU00019227	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A-:B1
AUSMDU00016160	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A-:B1
AUSMDU00019351	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A-:B1
AUSMDU00015599	131	Human	Human	Intestinal	MDU	VIC	NA	F2:A-:B-
AUSMDU00059225	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00027031	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00065586	131	Human	Human	Extraintestinal	MDU	VIC	NA	F31!/F104!:A4:B-
SRR11608159	131	Companion Animal	Canine	Unknown	Enterobase	NSW	SAMN14686258	F31:A4:B1
ERR5355694	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101006	F34:A-:B-
AusGEM_00835	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AusGEM_00833	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F31!:A4:B1
AUSMDU00019857	131	Human	Human	Unknown	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00013844	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00018865	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355978	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101290	F29:A-:B10
AUSMDU00016924	131	Human	Human	Extraintestinal	MDU	VIC	NA	F31:A4:B1
AUSMDU00010595	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00016148	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
SRR5936488	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMN07510256	F36!/F31!:A4:B1
AUSMDU00018168	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355838	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101150	F36!/F31!:A4:B1
AUSMDU00007517	131	Human	Human	Intestinal	MDU	VIC	NA	F31:A4:B1
ERR5355687	131	Human	Human	Unknown	Enterobase	NA	SAMEA8100999	F36:A4:B1
AUSMDU00021054	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00022949	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00015681	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00060959	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00063310	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00059587	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00013445	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00012375	131	Human	Human	Extraintestinal	MDU	VIC	NA	F2:A-:B-
AUSMDU00007417	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00017268	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010673	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00023634	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00020477	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00038939	131	Human	Human	Extraintestinal	MDU	VIC	NA	F-:A-:B-
AUSMDU00021201	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00017424	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00016167	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00019929	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00011305	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00020026	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355689	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101001	F36!/F31!:A4:B1
AUSMDU00015718	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A4:B1
AUSMDU00067647	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
SRR7724820	131	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866977	F105?:A4:B1
SRR7724732	^^34	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866996	F36:A4:B1
SRR7724756	131	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09866963	F36:A4:B1
SRR7724635	131	Wild Animal	Avian	Unknown	Enterobase	VIC	SAMN09867007	F36!/F31!:A4:B1
SRR7828714	131	Human	Human	Extraintestinal	Enterobase	NA	SAMN10059022	F35:A4:B1
SRR7724649	131	Wild Animal	Avian	Unknown	Enterobase	SA	SAMN09866875	F36!/F31!:A4:B1
AUSMDU00017737	131	Human	Human	Extraintestinal	MDU	VIC	NA	F105?:A4:B1
AUSMDU00046230	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00019838	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355936	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101248	F36!/F31!:A4:B1
AUSMDU00012228	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00008426	131	Human	Human	Unknown	MDU	VIC	NA	F36!/F31!:A4:B1
SRR11094228	131	Human	Human	Extraintestinal	Enterobase	QLD	SAMN14118547	F36!/F31!:A4:B1
AUSMDU00041715	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36:A4:B1
AUSMDU00027070	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00009748	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
SRR7828742	131	Human	Human	Extraintestinal	Enterobase	NA	SAMN10059032	F36:A4:B1
AUSMDU00016177	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00046955	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00021639	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00010934	131	Human	Human	Extraintestinal	MDU	VIC	NA	F31:A4:B1
AUSMDU00010931	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355915	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101227	F36!/F31!:A4:B1
AUSMDU00018818	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00020090	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00016158	131	Human	Human	Intestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355805	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101117	F36!/F31!:A4:B1
ERR5355785	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101097	F36!/F31!:A4:B1
AUSMDU00047960	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00008451	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00040616	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
ERR5355952	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101264	F36!/F31!:A4:B1
ERR5355911	131	Human	Human	Unknown	Enterobase	NA	SAMEA8101223	F36!/F31!:A4:B1
SRR7828846	131	Human	Human	Extraintestinal	Enterobase	NA	SAMN10058928	F31:A4:B1
SRR11094203	131	Human	Human	Unknown	Enterobase	QLD	SAMN14118493	F36!/F31!:A4:B1
AusGEM_01535	131	Wild Animal	Avian	Intestinal	AusGEM	NSW	NA	F36:A4:B1
AUSMDU00018823	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00013731	131	Human	Human	Extraintestinal	MDU	VIC	NA	F51!/F2!:A-:B10
AUSMDU00059198	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00016283	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!/F2!:A4:B1
AUSMDU00017234	2279	Human	Human	Extraintestinal	MDU	VIC	NA	F110!/F1!:A2:B20
AUSMDU00016282	2279	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F31!:A4:B1
AUSMDU00047659	131	Human	Human	Extraintestinal	MDU	VIC	NA	F1:A-:B23
AUSMDU00019504	131	Human	Human	Extraintestinal	MDU	VIC	NA	F36!/F22!:A1:B20
AusGEM_00849	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36!/F22!:A1:B20
AusGEM_01883	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36:A1:B20
AusGEM_01302	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36:A1:B20
AusGEM_01922	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2/C3?*:A1:B20
AusGEM_01960	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F36?/C3?*:A1:B20
AusGEM_01915	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B1
AusGEM_01281	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B1
AusGEM_01896	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
AusGEM_01895	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
AusGEM_01894	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B-
AusGEM_01318	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B1
AusGEM_01893	131	Human	Human	Extraintestinal	AusGEM	NSW	NA	F2:A1:B1
