sample_name	Source_id	Source_Level1	Source_Level2	Source_Level3	HHID	Date	Sublocation	Wealth_group	Livestock_yn	ID	EntBase_ST	Phylogroup	Accession
PL015286	MBO014ROD8	rodent	w_mammal	wildlife	MBO014	12/10/2015	MBOTELA	5	yes	PL015286	9441	B1	ERS3415512 (SAMEA5611323) 
PLQ000249	MUT084AVN2	avian	w_avian	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000249	357	B2	ERS3415513 (SAMEA5611324) 
PLQ000279	MUT084AVN3	avian	w_avian	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000279	9608	E	ERS3415514 (SAMEA5611325) 
PLQ000287	MUT084CAP1	goat	ruminant	livestock	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000287	677	B1	ERS3415515 (SAMEA5611326) 
PLQ000455	GWK078HUM1	human	human	human	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000455	1638	A	ERS3415519 (SAMEA5611330) 
PLQ000461	GWK078GAL1	chickens	poultry	livestock	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000461	9607	A	ERS3415520 (SAMEA5611331) 
PLQ000468	GWK078GAL2	chickens	poultry	livestock	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000468	93	A	ERS3415521 (SAMEA5611332) 
PLQ000474	GWK078GAL3	chickens	poultry	livestock	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000474	9528	A	ERS3415522 (SAMEA5611333) 
PLQ000478	GWK078GAL4	chickens	poultry	livestock	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000478	206	A	ERS3415523 (SAMEA5611334) 
PLQ000484	GWK078GAL5	chickens	poultry	livestock	GWK078	25/7/2016	GATWIKIRA	7	yes	PLQ000484	9606	A	ERS3415524 (SAMEA5611335) 
PLQ000489	GWK076ROD1	rodent	w_mammal	wildlife	GWK076	19/7/2016	GATWIKIRA	7	yes	PLQ000489	4532	B1	ERS3415525 (SAMEA5611336) 
PLQ000515	NGN079HUM2	human	human	human	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000515	10	A	ERS3415528 (SAMEA5611339) 
PLQ000521	NGN079HUM1	human	human	human	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000521	1056	B1	ERS3415529 (SAMEA5611340) 
PLQ000525	NGN079HUM3	human	human	human	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000525	3033	B2	ERS3415530 (SAMEA5611341) 
PLQ000534	NGN079AVN5	avian	w_avian	wildlife	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000534	48	A	ERS3415531 (SAMEA5611342) 
PLQ000536	NGN079OVN1	sheep	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000536	40	B1	ERS3415532 (SAMEA5611343) 
PLQ000544	NGN079BOV3	bovine	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000544	1737	B1	ERS3415533 (SAMEA5611344) 
PLQ000550	NGN079GAL1	chickens	poultry	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000550	1717	B1	ERS3415534 (SAMEA5611345) 
PLQ000554	NGN079OVN4	sheep	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000554	156	B1	ERS3415535 (SAMEA5611346) 
PLQ000563	NGN079OVN3	sheep	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000563	4088	B1	ERS3415536 (SAMEA5611347) 
PLQ000566	NGN079BOV5	bovine	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000566	9613	cladeI	ERS3415537 (SAMEA5611348) 
PLQ000575	NGN079BOV2	bovine	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000575	1125	B1	ERS3415538 (SAMEA5611349) 
PLQ000580	NGN079GAL3	chickens	poultry	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000580	9612	A	ERS3415539 (SAMEA5611350) 
PLQ000587	NGN079GAL2	chickens	poultry	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000587	4088	B1	ERS3415540 (SAMEA5611351) 
PLQ000593	NGN079OVN2	sheep	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000593	4088	B1	ERS3415541 (SAMEA5611352) 
PLQ000600	NGN079BOV1	bovine	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000600	1248	B1	ERS3415542 (SAMEA5611353) 
PLQ000602	NGN079BOV4	bovine	ruminant	livestock	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000602	8564	E	ERS3415543 (SAMEA5611354) 
PLQ000629	NGN079AVN2	avian	w_avian	wildlife	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000629	6186	B1	ERS3415546 (SAMEA5611357) 
PLQ000643	NGN080HUM5	human	human	human	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000643	1136	B1	ERS3415548 (SAMEA5611359) 
PLQ000645	NGN080GAL2	chickens	poultry	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000645	155	B1	ERS3415549 (SAMEA5611360) 
PLQ000652	NGN080OVN2	sheep	ruminant	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000652	10	A	ERS3415550 (SAMEA5611361) 
PLQ000657	NGN080GAL1	chickens	poultry	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000657	6833	A	ERS3415551 (SAMEA5611362) 
PLQ000667	NGN080ANA2	ducks	poultry	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000667	2614	B1	ERS3415552 (SAMEA5611363) 
PLQ000670	NGN080CAP2	goat	ruminant	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000670	13	B1	ERS3415553 (SAMEA5611364) 
PLQ000675	NGN080CAP1	goat	ruminant	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000675	23	C	ERS3415554 (SAMEA5611365) 
PLQ000681	NGN080CAP3	goat	ruminant	livestock	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000681	8650	Unknown	ERS3415555 (SAMEA5611366) 
PLQ000690	NGN080ROD2	rodent	w_mammal	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000690	648	F	ERS3415556 (SAMEA5611367) 
PLQ000693	NGN080ROD1	rodent	w_mammal	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000693	1304	B1	ERS3415557 (SAMEA5611368) 
PLQ000698	NGN080AVN12	avian	w_avian	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000698	7116	B1	ERS3415558 (SAMEA5611369) 
PLQ000702	NGN080AVN9	avian	w_avian	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000702	641	B1	ERS3415559 (SAMEA5611370) 
PLQ000710	NGN080AVN13	avian	w_avian	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000710	9555	A	ERS3415560 (SAMEA5611371) 
PLQ000715	NGN080AVN10	avian	w_avian	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000715	2005	B1	ERS3415561 (SAMEA5611372) 
PLQ000733	NGNBATBT_POP2	bat_pop	w_bat	wildlife	NGNBAT	NA	NA	NA	NA	PLQ000733	164	B1	ERS3415563 (SAMEA5611374) 
PLQ000735	NGN080ROD3	rodent	w_mammal	wildlife	NGN080	9/8/2016	NGUNDU	5	yes	PLQ000735	9536	A	ERS3415564 (SAMEA5611375) 
PLQ000742	NGN079ROD1	rodent	w_mammal	wildlife	NGN079	8/8/2016	NGUNDU	5	yes	PLQ000742	10	A	ERS3415565 (SAMEA5611376) 
PLQ000841	MUT082GAL2	chickens	poultry	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000841	9610	B2	ERS3415566 (SAMEA5611377) 
PLQ000847	MUT082CAP1	goat	ruminant	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000847	297	B1	ERS3415567 (SAMEA5611378) 
PLQ000861	MUT082GAL1	chickens	poultry	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000861	337	B1	ERS3415568 (SAMEA5611379) 
PLQ000865	MUT082GAL3	chickens	poultry	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000865	398	A	ERS3415569 (SAMEA5611380) 
PLQ000871	MUT082GAL4	chickens	poultry	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000871	746	A	ERS3415570 (SAMEA5611381) 
PLQ000881	MUT082GAL5	chickens	poultry	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000881	746	A	ERS3415571 (SAMEA5611382) 
PLQ000886	MUT082BOV2	bovine	ruminant	livestock	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000886	2739	A	ERS3415572 (SAMEA5611383) 
PLQ000890	MUT084ROD1	rodent	w_mammal	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000890	10	Unknown	ERS3415573 (SAMEA5611384) 
PLQ000899	MUT082AVN3	avian	w_avian	wildlife	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000899	110	B2	ERS3415574 (SAMEA5611385) 
PLQ000925	MUT082AVN1	avian	w_avian	wildlife	MUT082	15/8/2016	MUTHANGARI	2	yes	PLQ000925	677	B1	ERS3415575 (SAMEA5611386) 
PLQ000934	MUT083AVN11	avian	w_avian	wildlife	MUT083	16/8/2016	MUTHANGARI	2	no	PLQ000934	7798	B2	ERS3415576 (SAMEA5611387) 
PLQ000941	MUT084ROD2	rodent	w_mammal	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000941	48	A	ERS3415577 (SAMEA5611388) 
PLQ000943	MUT084BAT3	bat	w_bat	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000943	9619	B2	ERS3415578 (SAMEA5611389) 
PLQ000951	MUT084BAT2	bat	w_bat	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000951	409	A	ERS3415579 (SAMEA5611390) 
PLQ000960	MUT083AVN10	avian	w_avian	wildlife	MUT083	16/8/2016	MUTHANGARI	2	no	PLQ000960	1081	B1	ERS3415580 (SAMEA5611391) 
PLQ000963	MUT084BAT1	bat	w_bat	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000963	58	B1	ERS3415581 (SAMEA5611392) 
PLQ000969	MUT083AVN4	avian	w_avian	wildlife	MUT083	16/8/2016	MUTHANGARI	2	no	PLQ000969	9609	E	ERS3415582 (SAMEA5611393) 
PLQ000973	MUT084BAT4	bat	w_bat	wildlife	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ000973	58	B1	ERS3415583 (SAMEA5611394) 
PLQ000985	MUT083AVN7	avian	w_avian	wildlife	MUT083	16/8/2016	MUTHANGARI	2	no	PLQ000985	372	B2	ERS3415584 (SAMEA5611395) 
PLQ001005	MUT084CAP2	goat	ruminant	livestock	MUT084	17/8/2016	MUTHANGARI	2	yes	PLQ001005	5419	B1	ERS3415585 (SAMEA5611396) 
PLQ2168	KTS088AVN14	avian	w_avian	wildlife	KTS088	5/9/2016	KITISURU	1	yes	PLQ2168	3576	B1	ERS3415590 (SAMEA5611401) 
PLQ2176	KTS088AVN8	avian	w_avian	wildlife	KTS088	5/9/2016	KITISURU	1	yes	PLQ2176	86	B1	ERS3415591 (SAMEA5611402) 
PLQ2183	KTS089BAT1	bat	w_bat	wildlife	KTS089	6/9/2016	KITISURU	1	yes	PLQ2183	538	B2	ERS3415592 (SAMEA5611403) 
PLQ2189	KTS088HUM8	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2189	538	B2	ERS3415593 (SAMEA5611404) 
PLQ2193	KTS088HUM5	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2193	155	B1	ERS3415594 (SAMEA5611405) 
PLQ2198	KTS088HUM4	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2198	1136	B1	ERS3415595 (SAMEA5611406) 
PLQ2204	KTS088HUM10	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2204	11092	A	ERS3415596 (SAMEA5611407) 
PLQ2212	KTS088HUM6	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2212	541	A	ERS3415597 (SAMEA5611408) 
PLQ2222	KTS088HUM1	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2222	10	A	ERS3415598 (SAMEA5611409) 
PLQ2229	KTS088BOV2	bovine	ruminant	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2229	10	A	ERS3415599 (SAMEA5611410) 
PLQ2237	KTS088GAL3	chickens	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2237	9618	B1	ERS3415600 (SAMEA5611411) 
PLQ2243	KTS088BOV3	bovine	ruminant	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2243	189	A	ERS3415601 (SAMEA5611412) 
PLQ2249	KTS088ANA3	geese	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2249	9617	B1	ERS3415602 (SAMEA5611413) 
PLQ2252	KTS088GAL4	chickens	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2252	10	A	ERS3415603 (SAMEA5611414) 
PLQ2265	KTS088ANA5	ducks	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2265	2614	B1	ERS3415604 (SAMEA5611415) 
PLQ2270	KTS088GAL1	chickens	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2270	746	A	ERS3415605 (SAMEA5611416) 
PLQ2279	KTS088GAL2	chickens	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2279	9616	E or cladeI	ERS3415606 (SAMEA5611417) 
PLQ2281	KTS088BOV1	bovine	ruminant	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2281	10	A	ERS3415607 (SAMEA5611418) 
PLQ2287	KTS088HUM3	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	PLQ2287	69	D	ERS3415608 (SAMEA5611419) 
PLQ2296	KTS088ANA2	geese	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2296	538	B2	ERS3415609 (SAMEA5611420) 
PLQ2302	KTS088AVN1	avian	w_avian	wildlife	KTS088	5/9/2016	KITISURU	1	yes	PLQ2302	1121	A	ERS3415610 (SAMEA5611421) 
PLQ2308	KTS088ANA4	ducks	poultry	livestock	KTS088	5/9/2016	KITISURU	1	yes	PLQ2308	9615	B1	ERS3415611 (SAMEA5611422) 
PLQ2329	KTS088AVN10	avian	w_avian	wildlife	KTS088	5/9/2016	KITISURU	1	yes	PLQ2329	4080	E	ERS3415613 (SAMEA5611424) 
PLQ2335	KTS089HUM6	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2335	5919	A	ERS3415614 (SAMEA5611425) 
PLQ2349	KTS089HUM13	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2349	1136	B1	ERS3415616 (SAMEA5611427) 
PLQ2385	KTS089HUM11	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2385	3877	A	ERS3415618 (SAMEA5611429) 
PLQ2415	KTS089HUM7	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2415	10	A	ERS3415619 (SAMEA5611430) 
PLQ2423	KTS089HUM12	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2423	10	A	ERS3415620 (SAMEA5611431) 
PLQ2432	KTS089HUM5	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2432	517	B1	ERS3415621 (SAMEA5611432) 
PLQ2439	KTS089HUM4	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2439	224	B1	ERS3415622 (SAMEA5611433) 
PLQ2445	KTS089GAL5	chickens	poultry	livestock	KTS089	6/9/2016	KITISURU	1	yes	PLQ2445	6889	A	ERS3415623 (SAMEA5611434) 
PLQ2453	KTS089GAL4	chickens	poultry	livestock	KTS089	6/9/2016	KITISURU	1	yes	PLQ2453	162	B1	ERS3415624 (SAMEA5611435) 
PLQ2455	KTS089GAL1	chickens	poultry	livestock	KTS089	6/9/2016	KITISURU	1	yes	PLQ2455	681	B2	ERS3415625 (SAMEA5611436) 
PLQ2462	KTS089GAL2	chickens	poultry	livestock	KTS089	6/9/2016	KITISURU	1	yes	PLQ2462	162	B1	ERS3415626 (SAMEA5611437) 
PLQ2468	KTS089GAL3	chickens	poultry	livestock	KTS089	6/9/2016	KITISURU	1	yes	PLQ2468	162	B1	ERS3415627 (SAMEA5611438) 
PLQ2474	KTS089HUM10	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2474	1163	G	ERS3415628 (SAMEA5611439) 
PLQ2481	KTS089HUM8	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2481	210	B1	ERS3415629 (SAMEA5611440) 
PLQ2489	KTS089HUM1	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2489	156	B1	ERS3415630 (SAMEA5611441) 
PLQ2493	KTS089HUM2	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	PLQ2493	998	B2	ERS3415631 (SAMEA5611442) 
TMP014924	VIW002GAL2	chickens	poultry	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP014924	746	A	ERS3415632 (SAMEA5611443) 
TMP014928	VIW002CAP4	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP014928	297	B1	ERS3415633 (SAMEA5611444) 
TMP014935	VIW002SUI6	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP014935	2074	E	ERS3415635 (SAMEA5611446) 
TMP014972	VIW002LAG2	rabbit	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP014972	1304	B1	ERS3415638 (SAMEA5611449) 
TMP014973	VIW002SUI4	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP014973	3877	A	ERS3415639 (SAMEA5611450) 
TMP015013	VIWxxxROD1	rodent	w_mammal	wildlife	VIWxxx	NA	NA	NA	NA	TMP015013	9441	B1	ERS3415641 (SAMEA5611452) 
TMP015072	VIWxxxROD5	rodent	w_mammal	wildlife	VIWxxx	NA	NA	NA	NA	TMP015072	9441	B1	ERS3415642 (SAMEA5611453) 
TMP015093	MSA004LAG1	rabbit	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015093	2612	E	ERS3415643 (SAMEA5611454) 
TMP015094	MSA004GAL3	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015094	501	D	ERS3415644 (SAMEA5611455) 
TMP015108	MSA004LAG3	rabbit	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015108	23	C	ERS3415647 (SAMEA5611458) 
TMP015114	MSA004BOV3	bovine	ruminant	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015114	58	B1	ERS3415648 (SAMEA5611459) 
TMP015147	MSA004AVN3	avian	w_avian	wildlife	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015147	10	A	ERS3415650 (SAMEA5611461) 
TMP015158	MSA004BOV4	bovine	ruminant	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015158	10	A	ERS3415651 (SAMEA5611462) 
TMP015164	MSA004GAL1	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015164	9614	A	ERS3415653 (SAMEA5611464) 
TMP015184	MSA004LAG4	rabbit	monogastric	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015184	2387	B1	ERS3415654 (SAMEA5611465) 
TMP015190	VIWxxxROD3	rodent	w_mammal	wildlife	VIWxxx	NA	NA	NA	NA	TMP015190	1724	B1	ERS3415655 (SAMEA5611466) 
TMP015227	VIW001CAP2	goat	ruminant	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015227	675	B1	ERS3415658 (SAMEA5611469) 
TMP015252	VIW001GAL6	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015252	9624	C	ERS3415660 (SAMEA5611471) 
TMP015311	VIW001GAL7	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015311	6396	A	ERS3415663 (SAMEA5611474) 
TMP015312	VIW001GAL5	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015312	1844	B1	ERS3415664 (SAMEA5611475) 
TMP015320	VIW001GAL8	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015320	746	A	ERS3415665 (SAMEA5611476) 
TMP015343	VIW001HUM5	human	human	human	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015343	4038	B1	ERS3415666 (SAMEA5611477) 
TMP015475	MSA004GAL2	chickens	poultry	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP015475	2073	B1	ERS3415668 (SAMEA5611479) 
TMP015485	VIW002LAG1	rabbit	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015485	297	B1	ERS3415669 (SAMEA5611480) 
TMP015505	VIW002SUI2	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015505	9531	B1	ERS3415670 (SAMEA5611481) 
TMP015509	VIW002SUI5	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015509	9532	B1	ERS3415671 (SAMEA5611482) 
TMP015511	VIW002SUI1	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015511	1737	B1	ERS3415672 (SAMEA5611483) 
TMP015532	VIW002CAP2	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015532	8650	B1	ERS3415673 (SAMEA5611484) 
TMP015544	VIW002SUI3	pig	monogastric	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015544	201	B1	ERS3415674 (SAMEA5611485) 
TMP015566	VIW002CAP1	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015566	9623	E	ERS3415675 (SAMEA5611486) 
TMP015575	VIW002GAL1	chickens	poultry	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015575	155	B1	ERS3415676 (SAMEA5611487) 
TMP015713	VIW001GAL4	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015713	101	B1	ERS3415677 (SAMEA5611488) 
TMP015778	VIW001HUM3	human	human	human	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015778	1178	A	ERS3415678 (SAMEA5611489) 
TMP015782	VIW001GAL1	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015782	155	B1	ERS3415679 (SAMEA5611490) 
TMP015788	VIW001HUM2	human	human	human	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015788	200	B1	ERS3415680 (SAMEA5611491) 
TMP015796	VIW001HUM1	human	human	human	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015796	10	A	ERS3415681 (SAMEA5611492) 
TMP015801	VIW001HUM6	human	human	human	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015801	59	F	ERS3415682 (SAMEA5611493) 
TMP015804	VIW001GAL2	chickens	poultry	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015804	522	A	ERS3415683 (SAMEA5611494) 
TMP015837	VIW002CAP3	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015837	1163	G	ERS3415684 (SAMEA5611495) 
TMP015846	VIW002GAL3	chickens	poultry	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015846	9622	A	ERS3415685 (SAMEA5611496) 
TMP015856	VIW001CAP3	goat	ruminant	livestock	VIW001	31/8/2015	VIWANDANI	7	yes	TMP015856	48	A	ERS3415686 (SAMEA5611497) 
TMP015994	VIW002BOV1	bovine	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP015994	295	B1	ERS3415687 (SAMEA5611498) 
TMP016015	VIW002HUM2	human	human	human	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016015	517	B1	ERS3415688 (SAMEA5611499) 
TMP016016	MSA004BOV1	bovine	ruminant	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016016	155	B1	ERS3415689 (SAMEA5611500) 
TMP016019	VIW002GAL4	chickens	poultry	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016019	2280	B1	ERS3415690 (SAMEA5611501) 
TMP016026	MSA005HUM1	human	human	human	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	TMP016026	746	B1	ERS3415691 (SAMEA5611502) 
TMP016034	MSA005ROD1	rodent	w_mammal	wildlife	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	TMP016034	10	A	ERS3415692 (SAMEA5611503) 
TMP016042	KAN007PRM1	primate	w_mammal	wildlife	KAN007	21/9/2015	KAREN	1	yes	TMP016042	187	B1	ERS3415693 (SAMEA5611504) 
TMP016046	HAR011LAG7	rabbit	monogastric	livestock	HAR011	5/10/2015	HARAMBEE	3	yes	TMP016046	4568	F	ERS3415694 (SAMEA5611505) 
TMP016092	VIW002CAP6	goat	ruminant	livestock	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016092	345	B1	ERS3415695 (SAMEA5611506) 
TMP016110	VIW003HUM1	human	human	human	VIW003	8/9/2015	VIWANDANI	7	no	TMP016110	156	B1	ERS3415696 (SAMEA5611507) 
TMP016116	VIWxxxROD4	rodent	w_mammal	wildlife	VIWxxx	NA	NA	NA	NA	TMP016116	155	B1	ERS3415697 (SAMEA5611508) 
TMP016121	VIW002BAT1	bat	w_bat	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016121	1444	B2	ERS3415698 (SAMEA5611509) 
TMP016129	VIW002AVN3	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016129	216	A	ERS3415699 (SAMEA5611510) 
TMP016137	VIW002AVN4	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016137	48	A	ERS3415700 (SAMEA5611511) 
TMP016144	VIW002HUM1	human	human	human	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016144	3910	cladeI	ERS3415702 (SAMEA5611513) 
TMP016150	VIW002AVN2	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016150	2521	B1	ERS3415703 (SAMEA5611514) 
TMP016156	VIW002AVN7	avian	w_avian	wildlife	VIW002	1/9/2015	VIWANDANI	7	yes	TMP016156	641	B1	ERS3415704 (SAMEA5611515) 
TMP016169	VIW001ROD1	rodent	w_mammal	wildlife	VIW001	31/8/2015	VIWANDANI	7	yes	TMP016169	155	B1	ERS3415705 (SAMEA5611516) 
TMP016178	MSA006GAL5	chickens	poultry	livestock	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	TMP016178	2178	B1	ERS3415706 (SAMEA5611517) 
TMP016193	MSA006GAL4	chickens	poultry	livestock	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	TMP016193	9534	A	ERS3415707 (SAMEA5611518) 
TMP016200	MSA006HUM1	human	human	human	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	TMP016200	2967	A	ERS3415708 (SAMEA5611519) 
TMP016205	MSA004AVN2	avian	w_avian	wildlife	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016205	155	B1	ERS3415709 (SAMEA5611520) 
TMP016212	MSA004BOV2	bovine	ruminant	livestock	MSA004	14/9/2015	MOWLEM = SAIKA	6	yes	TMP016212	366	B1	ERS3415710 (SAMEA5611521) 
