Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Path/Nonpath	Serological Group	Serotype	EcoR Cluster	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_MA7322AA	TWAG1821	ERR3330582;ILLUMINA;Paired;350;ERX3355297;SRA	Human	Human	human	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612087	ERS3416275	2019-05-30	2019-05-20	ESC_MA7322AA	O112	H16	9566	ND	AxB1	ND	Assembled	77	240790	4770569	Escherichia coli / Shigella;100.0%	98	12164	4	ESC_ZA6203AA_AS	108797	97788	97788	97788	97788	97788	97788	97788	97788	27380	27380	1057	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	33437	Escherichia/Shigella sp.
ESC_MA7323AA	TWAG1814	ERR3330581;ILLUMINA;Paired;350;ERX3355296;SRA	Human	Human	human	2016	9	14		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612086	ERS3416274	2019-05-30	2019-05-20	ESC_MA7323AA	O174	H7	1727	ST446 Cplx	AxB1	ND	Assembled	92	236043	4880789	Escherichia coli / Shigella;100.0%	92	22595	4	ESC_ZA6202AA_AS	108803	97787	97787	97787	97787	97787	97787	97787	1942	1942	1942	124	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	15100	Escherichia coli
ESC_MA7324AA	TWAG1809	ERR3330580;ILLUMINA;Paired;350;ERX3355295;SRA	ND	Avian	avian	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612085	ERS3416273	2019-05-30	2019-05-20	ESC_MA7324AA	O30	H21	683	ST155 Cplx	ND	ND	Assembled	107	262005	4768749	Escherichia coli / Shigella;95.59%	95	12274	4	ESC_ZA6201AA_AS	108806	97784	97784	97784	97784	97784	97784	46902	34263	2294	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	1608	Escherichia coli
ESC_MA7325AA	TWAG1803	ERR3330579;ILLUMINA;Paired;350;ERX3355294;SRA	ND	Avian	avian	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612084	ERS3416272	2019-05-30	2019-05-20	ESC_MA7325AA	-	H8	448	ST448 Cplx	ND	ND	Assembled	109	161379	4981687	Escherichia coli / Shigella;100.0%	137	25627	4	ESC_ZA6200AA_AS	108800	97789	97789	97789	97789	97789	97789	97789	9723	9723	1613	1613	5	2	1	B1	B1	fimH35	-	-	-	-	-	-	-	-	146435	Escherichia coli
ESC_MA7326AA	TWAG1796	ERR3330578;ILLUMINA;Paired;350;ERX3355293;SRA	Environment	Soil/Dust	surface	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612083	ERS3416271	2019-05-30	2019-05-20	ESC_MA7326AA	O23	H2	947	ST469 Cplx	ND	ND	Assembled	66	178982	5240297	Escherichia coli / Shigella;90.95%	238	46977	4	ESC_ZA6199AA_AS	108807	97785	97785	97785	97785	97785	97785	97785	97785	97785	1944	1944	5	2	1	B1	B1	fimH68	-	-	-	-	-	-	-	-	146535	Escherichia coli
ESC_MA7327AA	TWAG1788	ERR3330577;ILLUMINA;Paired;350;ERX3355292;SRA	Wild Animal	Avian	guinea fowl	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612082	ERS3416270	2019-05-30	2019-05-20	ESC_MA7327AA	O8	H11	9558	ST10 Cplx	A	ND	Assembled	75	91783	4624387	Escherichia coli / Shigella;90.7%	140	27719	4	ESC_ZA6198AA_AS	108720	97691	97691	97691	97691	97691	97691	97691	97691	4281	4281	13	5	2	1	A	A	fimH400	-	-	-	-	-	-	-	-	59057	Escherichia/Shigella sp.
ESC_MA7328AA	TWAG1784	ERR3330576;ILLUMINA;Paired;350;ERX3355291;SRA	Wild Animal	Avian	guinea fowl	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612081	ERS3416269	2019-05-30	2019-05-20	ESC_MA7328AA	O144	H21	7329	ST155 Cplx	ND	ND	Assembled	96	122192	4891116	Escherichia coli / Shigella;95.31%	158	20458	4	ESC_ZA6197AA_AS	108842	97814	97814	97814	97814	97814	97814	97814	97814	9371	106	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	59648	Escherichia/Shigella sp.
ESC_MA7329AA	TWAG1775	ERR3330575;ILLUMINA;Paired;350;ERX3355290;SRA	Poultry	Avian	geese	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612080	ERS3416268	2019-05-30	2019-05-20	ESC_MA7329AA	O176	H11	6750	ST10 Cplx	A	ND	Assembled	98	111090	4565983	Escherichia coli / Shigella;94.83%	132	14455	4	ESC_ZA6196AA_AS	108841	97821	97821	97821	97821	97821	97821	97821	97821	97821	29989	13	5	2	1	A	A	fimH1437	-	-	-	-	-	-	-	-	146440	Escherichia coli
ESC_MA7330AA	TWAG1772	ERR3330574;ILLUMINA;Paired;350;ERX3355289;SRA	Poultry	Avian	chickens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612079	ERS3416267	2019-05-30	2019-05-20	ESC_MA7330AA	-	H7	2351	ST205 Cplx	ND	ND	Assembled	85	183038	5302428	Escherichia coli / Shigella;95.74%	164	28269	4	ESC_ZA6195AA_AS	108703	97692	97692	97692	97692	97692	97692	97692	97692	32322	32322	96	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	146423	Escherichia coli
ESC_MA7331AA	TWAG1761	ERR3330573;ILLUMINA;Paired;350;ERX3355288;SRA	Poultry	Avian	chickens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612078	ERS3416266	2019-05-30	2019-05-20	ESC_MA7331AA	O5	H11	9559	ST10 Cplx	A	ND	Assembled	85	104304	4943169	Escherichia coli / Shigella;95.94%	237	142515	4	ESC_ZA6194AA_AS	108704	97693	97693	97693	97693	97693	97693	97693	5031	5031	5031	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	146513	Escherichia coli
ESC_MA7332AA	TWAG1754	ERR3330572;ILLUMINA;Paired;350;ERX3355287;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612077	ERS3416265	2019-05-30	2019-05-20	ESC_MA7332AA	O5	H11	9559	ST10 Cplx	A	ND	Assembled	73	96572	4971041	Escherichia coli / Shigella;97.4%	244	46192	4	ESC_ZA6193AA_AS	108713	97694	97694	97694	97693	97693	97693	97693	5031	5031	5031	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	146513	Escherichia coli
ESC_MA7333AA	TWAG1748	ERR3330571;ILLUMINA;Paired;350;ERX3355286;SRA	Poultry	Avian	chickens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612076	ERS3416264	2019-05-30	2019-05-20	ESC_MA7333AA	-	H9	4704	ST10 Cplx	A	ND	Assembled	90	174414	4685958	Escherichia coli / Shigella;93.53%	122	31983	4	ESC_ZA6192AA_AS	108705	97695	97695	97695	97695	97695	97695	97695	97695	97695	39601	39601	5	2	1	A	A	fimH398	-	-	-	-	-	-	-	-	58689	Escherichia/Shigella sp.
ESC_MA7334AA	TWAG1742	ERR3330570;ILLUMINA;Paired;350;ERX3355285;SRA	Poultry	Avian	turkeys	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612075	ERS3416263	2019-05-30	2019-05-20	ESC_MA7334AA	O6	H31	127	ND	B2	ND	Assembled	71	272501	5194466	Escherichia coli / Shigella;94.37%	97	126603	4	ESC_ZA6191AA_AS	108718	97696	97696	97696	97696	97696	97696	3801	20	20	20	20	20	1	1	B2	B2	fimH180	-	-	-	-	-	-	-	-	14865	Escherichia coli
ESC_MA7335AA	TWAG1734	ERR3330569;ILLUMINA;Paired;350;ERX3355284;SRA	Poultry	Avian	geese	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612074	ERS3416262	2019-05-30	2019-05-20	ESC_MA7335AA	O30	H11	48	ST10 Cplx	A	ND	Assembled	92	135758	4815404	Escherichia coli / Shigella;100.0%	118	14009	4	ESC_ZA6190AA_AS	108706	97697	97697	97697	97697	97697	97697	97697	97697	4605	4605	13	5	2	1	A	A	fimH41	-	-	-	-	-	-	-	-	33284	Escherichia/Shigella sp.
ESC_MA7336AA	TWAG1731	ERR3330568;ILLUMINA;Paired;350;ERX3355283;SRA	Poultry	Avian	chickens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612073	ERS3416261	2019-05-30	2019-05-20	ESC_MA7336AA	B14 or O32	H10	641	ST86 Cplx	ND	ND	Assembled	94	119739	4703024	Escherichia coli / Shigella;96.25%	159	47816	4	ESC_ZA6189AA_AS	108717	97698	97698	97698	97698	97698	97698	97698	97698	40203	82	82	5	2	1	B1	B1	fimH25	-	-	-	-	-	-	-	-	146514	Escherichia coli
ESC_MA7337AA	TWAG1723	ERR3330567;ILLUMINA;Paired;350;ERX3355282;SRA	Poultry	Avian	chickens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612072	ERS3416260	2019-05-30	2019-05-20	ESC_MA7337AA	-	H7	2351	ST205 Cplx	ND	ND	Assembled	74	183038	5308247	Escherichia coli / Shigella;94.81%	169	31441	4	ESC_ZA6188AA_AS	108707	97699	97699	97692	97692	97692	97692	97692	97692	32322	32322	96	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	146423	Escherichia coli
ESC_MA7338AA	TWAG1716	ERR3330566;ILLUMINA;Paired;350;ERX3355281;SRA	ND	Avian	avian	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612071	ERS3416259	2019-05-30	2019-05-20	ESC_MA7338AA	O61	H34	9542	ST398 Cplx	A	ND	Assembled	70	153553	4585565	Escherichia coli / Shigella;97.92%	76	12205	4	ESC_ZA6187AA_AS	108712	97704	97704	97437	97437	97437	97437	97437	97437	23690	23690	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	146422	Escherichia coli
ESC_MA7339AA	TWAG1712	ERR3330565;ILLUMINA;Paired;350;ERX3355280;SRA	Environment	Environment	pens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612070	ERS3416258	2019-05-30	2019-05-20	ESC_MA7339AA	O171	H34	3856	ND	A	ND	Assembled	93	90622	4643441	Escherichia coli / Shigella;94.96%	160	28644	4	ESC_ZA6186AA_AS	108715	97700	97700	97700	97700	97700	97700	97700	97700	5045	5045	4429	5	2	1	A	A	fimH25	-	-	-	-	-	-	-	-	29666	Escherichia/Shigella sp.
ESC_MA7340AA	TWAG1706	ERR3330564;ILLUMINA;Paired;350;ERX3355279;SRA	Environment	Environment	household environment	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612069	ERS3416257	2019-05-30	2019-05-20	ESC_MA7340AA	O108	H21	616	ST155 Cplx	ND	ND	Assembled	94	269415	4760715	Escherichia coli / Shigella;91.53%	93	23048	4	ESC_ZA6185AA_AS	108710	97702	97702	97702	97702	97702	97702	97702	97552	97552	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	46545	Escherichia/Shigella sp.
ESC_MA7341AA	TWAG1701	ERR3330563;ILLUMINA;Paired;350;ERX3355278;SRA	Environment	Environment	pens	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612068	ERS3416256	2019-05-30	2019-05-20	ESC_MA7341AA	-	H49	2178	ND	ND	ND	Assembled	96	289642	4557964	Escherichia coli / Shigella;100.0%	68	12089	4	ESC_ZA6184AA_AS	108711	97701	97701	97701	97701	97701	97701	97701	97701	27936	162	162	5	2	1	B1	B1	fimH87	-	-	-	-	-	-	-	-	146516	Escherichia coli
ESC_MA7342AA	TWAG1693	ERR3330562;ILLUMINA;Paired;350;ERX3355277;SRA	Livestock	Bovine	beef meat	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612067	ERS3416255	2019-05-30	2019-05-20	ESC_MA7342AA	O23	H25	58	ST155 Cplx	AxB1	ND	Assembled	82	138525	4805600	Escherichia coli / Shigella;100.0%	133	14845	4	ESC_ZA6182AA_AS	108709	97706	97706	97706	97706	97706	97414	97414	17168	1060	106	106	5	2	1	B1	B1	fimH24	-	-	-	-	-	-	-	-	1601	Escherichia coli
ESC_MA7343AA	TWAG1688	ERR3330561;ILLUMINA;Paired;350;ERX3355276;SRA	Human	Human	human	2016	9	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612066	ERS3416254	2019-05-30	2019-05-20	ESC_MA7343AA	O54	H21	101	ST101 Cplx	B1	ND	Assembled	114	138652	4599155	Escherichia coli / Shigella;100.0%	79	11274	4	ESC_ZA6181AA_AS	108724	97708	97708	97708	97708	97708	97708	97708	97708	164	164	80	5	2	1	B1	B1	fimH86	-	-	-	-	-	-	-	-	146515	Escherichia coli
ESC_MA7344AA	TWAG1681	ERR3330560;ILLUMINA;Paired;350;ERX3355275;SRA	Wild Animal	Rodent	rodent	2016	9	5		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612065	ERS3416253	2019-05-30	2019-05-20	ESC_MA7344AA	O112	H19	1303	ST10 Cplx	A	ND	Assembled	87	83446	4691564	Escherichia coli / Shigella;95.51%	182	35648	4	ESC_ZA6180AA_AS	108716	97715	97715	97715	97715	97715	97715	97715	97715	97715	3616	13	5	2	1	A	A	fimH54	-	-	-	-	-	-	-	-	48134	Escherichia/Shigella sp.
ESC_MA7345AA	TWAG00386	ERR3330559;ILLUMINA;Paired;350;ERX3355274;SRA	Human	Human	human	2016	6	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612064	ERS3416252	2019-05-30	2019-05-20	ESC_MA7345AA	O113	H21	223	ST155 Cplx	B1	ND	Assembled	103	125340	5090149	Escherichia coli / Shigella;100.0%	166	20531	4	ESC_ZA6179AA_AS	108729	97712	97712	97712	97712	97712	97712	97712	96202	66609	2041	106	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	1590	Escherichia coli
ESC_MA7346AA	TWAG00379	ERR3330558;ILLUMINA;Paired;350;ERX3355273;SRA	Human	Human	human	2016	6	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612063	ERS3416251	2019-05-30	2019-05-20	ESC_MA7346AA	O83	H31	372	ND	ND	ND	Assembled	117	728033	4759323	Escherichia coli / Shigella;100.0%	45	8518	4	ESC_ZA6178AA_AS	108714	97717	97717	97717	97717	97717	97717	96326	96326	1272	1272	1272	1272	1	1	B2	B2	fimH9	-	-	-	-	-	-	-	-	15673	Escherichia coli
ESC_MA7347AA	TWAG00372	ERR3330557;ILLUMINA;Paired;350;ERX3355272;SRA	Livestock	Bovine	beef meat	2016	6	13		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612062	ERS3416250	2019-05-30	2019-05-20	ESC_MA7347AA	O21	H45	616	ST155 Cplx	ND	ND	Assembled	165	348042	4755611	Escherichia coli / Shigella;94.12%	71	26730	4	ESC_ZA6177AA_AS	108719	97713	97713	97713	97713	97713	97713	97713	12457	3601	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	30844	Escherichia/Shigella sp.
ESC_MA7348AA	TWAG00365	ERR3330556;ILLUMINA;Paired;350;ERX3355271;SRA	ND	Avian	avian	2016	6	7		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612061	ERS3416249	2019-05-30	2019-05-20	ESC_MA7348AA	O171	H23	224	ND	AxB1	ND	Assembled	89	340687	4838425	Escherichia coli / Shigella;96.07%	73	11038	4	ESC_ZA6176AA_AS	108727	97703	97703	97703	97703	97703	97703	87600	9330	2281	1423	1423	5	2	1	B1	B1	fimH39	-	-	-	-	-	-	-	-	15323	Escherichia coli
ESC_MA7349AA	TWAG00351	ERR3330555;ILLUMINA;Paired;350;ERX3355270;SRA	Wild Animal	Rodent	rodent	2016	6	6		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612060	ERS3416248	2019-05-30	2019-05-20	ESC_MA7349AA	O132	H8	297	ND	AxB1	ND	Assembled	89	176956	4919791	Escherichia coli / Shigella;97.3%	99	24463	4	ESC_ZA6175AA_AS	108722	97707	97707	97707	97707	97707	97707	97707	97707	1081	1081	1081	5	2	1	B1	B1	fimH38	-	-	-	-	-	-	-	-	146517	Escherichia coli
ESC_MA7350AA	TWAG00343	ERR3330554;ILLUMINA;Paired;350;ERX3355269;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612059	ERS3416247	2019-05-30	2019-05-20	ESC_MA7350AA	O91	H7	1304	ND	B1	ND	Assembled	147	682819	4829055	Escherichia coli / Shigella;93.55%	37	10336	4	ESC_ZA6174AA_AS	108726	97710	97710	97709	97709	97709	97709	97709	97709	3307	3307	152	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	30159	Escherichia/Shigella sp.
ESC_MA7351AA	TWAG00337	ERR3330553;ILLUMINA;Paired;350;ERX3355268;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612058	ERS3416246	2019-05-30	2019-05-20	ESC_MA7351AA	O91	H7	1304	ND	B1	ND	Assembled	150	682678	4828567	Escherichia coli / Shigella;93.34%	38	10141	4	ESC_ZA6173AA_AS	108723	97709	97709	97709	97709	97709	97709	97709	97709	3307	3307	152	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	30159	Escherichia/Shigella sp.
ESC_MA7352AA	TWAG00330	ERR3330552;ILLUMINA;Paired;350;ERX3355267;SRA	ND	Avian	avian	2016	6	7		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612057	ERS3416245	2019-05-30	2019-05-20	ESC_MA7352AA	O48	H23	224	ND	AxB1	ND	Assembled	102	711167	4723853	Escherichia coli / Shigella;96.87%	51	8998	4	ESC_ZA6172AA_AS	108721	97714	97714	97714	97714	96780	96780	96780	53263	2281	1423	1423	5	2	1	B1	B1	fimH39	-	-	-	-	-	-	-	-	15323	Escherichia coli
ESC_MA7353AA	TWAG00324	ERR3330551;ILLUMINA;Paired;350;ERX3355266;SRA	Wild Animal	Rabbit/Hare	rabbit	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612056	ERS3416244	2019-05-30	2019-05-20	ESC_MA7353AA	O91	H7	1304	ND	B1	ND	Assembled	139	682956	4828166	Escherichia coli / Shigella;93.55%	38	9862	4	ESC_ZA6171AA_AS	108725	97711	97710	97709	97709	97709	97709	97709	97709	3307	3307	152	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	30159	Escherichia/Shigella sp.
ESC_MA7354AA	TWAG00317	ERR3330550;ILLUMINA;Paired;350;ERX3355265;SRA	Poultry	Avian	chickens	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612055	ERS3416243	2019-05-30	2019-05-20	ESC_MA7354AA	-	H7	1308	ST86 Cplx	ND	ND	Assembled	74	154659	5151196	Escherichia coli / Shigella;100.0%	86	18202	4	ESC_ZA6170AA_AS	108731	97716	97716	97716	97716	97716	97716	97716	97716	4609	4609	82	5	2	1	B1	B1	fimH32	-	-	-	-	-	-	-	-	33283	Escherichia/Shigella sp.
ESC_MA7355AA	TWAG00315	ERR3330549;ILLUMINA;Paired;350;ERX3355264;SRA	Wild Animal	Rodent	rodent	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612054	ERS3416242	2019-05-30	2019-05-20	ESC_MA7355AA	O174	H7	9479	ND	ND	ND	Assembled	120	494226	4775078	Escherichia coli / Shigella;96.0%	48	9218	4	ESC_ZA6169AA_AS	108728	97719	97719	97719	97719	97719	97719	97719	97719	96470	96470	96470	5	2	1	B1	B1	fimH60	-	-	-	-	-	-	-	-	146424	Escherichia coli
ESC_MA7356AA	TWAG00300	ERR3330548;ILLUMINA;Paired;350;ERX3355263;SRA	ND	Avian	avian	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612053	ERS3416241	2019-05-30	2019-05-20	ESC_MA7356AA	O7	H7	7020	ST278 Cplx	ND	ND	Assembled	68	233168	5060307	Escherichia coli / Shigella;90.69%	121	34302	4	ESC_ZA6168AA_AS	108730	97724	97724	97724	97724	97724	97724	96201	96201	36878	36878	36878	5	2	1	B1	B1	fimH31	-	-	-	-	-	-	-	-	113136	Escherichia/Shigella sp.
ESC_MA7357AA	TWAG00294	ERR3330547;ILLUMINA;Paired;350;ERX3355262;SRA	Wild Animal	Rodent	rodent	2016	6	7		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612052	ERS3416240	2019-05-30	2019-05-20	ESC_MA7357AA	O147	H7	1148	ND	B1	ND	Assembled	70	556694	4695960	Escherichia coli / Shigella;100.0%	48	9088	4	ESC_ZA6167AA_AS	108741	97718	97718	97718	97718	97718	97718	97718	27912	10507	10507	152	5	2	1	B1	B1	fimH68	-	-	-	-	-	-	-	-	30159	Escherichia/Shigella sp.
ESC_MA7358AA	TWAG00288	ERR3330546;ILLUMINA;Paired;350;ERX3355261;SRA	ND	Avian	avian	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612051	ERS3416239	2019-05-30	2019-05-20	ESC_MA7358AA	B14 or O32	H12	607	ND	A	ND	Assembled	114	212922	4938845	Escherichia coli / Shigella;87.5%	112	13957	4	ESC_ZA6166AA_AS	108739	97729	97729	97729	97729	97729	97729	63313	5331	149	149	13	5	2	1	A	A	fimH305	-	-	-	-	-	-	-	-	14747	Escherichia coli
ESC_MA7359AA	TWAG00283	ERR3330545;ILLUMINA;Paired;350;ERX3355260;SRA	ND	Avian	avian	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612050	ERS3416238	2019-05-30	2019-05-20	ESC_MA7359AA	O15	H3	602	ST446 Cplx	ND	ND	Assembled	120	219871	4677151	Escherichia coli / Shigella;98.0%	67	12273	4	ESC_ZA6165AA_AS	108747	97721	97721	97721	97721	97721	97721	97721	97721	39613	80	80	5	2	1	B1	B1	fimH35	-	-	-	-	-	-	-	-	15258	Escherichia coli
ESC_MA7360AA	TWAG00263	ERR3330544;ILLUMINA;Paired;350;ERX3355259;SRA	Poultry	Avian	chickens	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612049	ERS3416237	2019-05-30	2019-05-20	ESC_MA7360AA	O132	H12	9560	ST10 Cplx	A	ND	Assembled	108	147689	4962398	Escherichia coli / Shigella;95.8%	163	47933	4	ESC_ZA6164AA_AS	108733	97722	97722	97722	97722	97722	97722	97722	97722	97722	13	13	5	2	1	A	A	fimH24	-	-	-	-	-	-	-	-	146521	Escherichia coli
ESC_MA7361AA	TWAG00249	ERR3330543;ILLUMINA;Paired;350;ERX3355258;SRA	ND	Avian	avian	2016	6	7		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612048	ERS3416236	2019-05-30	2019-05-20	ESC_MA7361AA	O163	H19	679	ST469 Cplx	ND	ND	Assembled	75	149338	4749325	Escherichia coli / Shigella;97.43%	124	17546	4	ESC_ZA6163AA_AS	108732	97720	97720	97720	97720	97720	97720	97720	96234	96234	28076	1944	5	2	1	B1	B1	fimH68	-	-	-	-	-	-	-	-	40715	Escherichia/Shigella sp.
ESC_MA7362AA	TWAG00231	ERR3330542;ILLUMINA;Paired;350;ERX3355257;SRA	Environment	Environment	pens	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612047	ERS3416235	2019-05-30	2019-05-20	ESC_MA7362AA	O159	H25	155	ST155 Cplx	B1	ND	Assembled	140	196572	4781279	Escherichia coli / Shigella;100.0%	79	11918	4	ESC_ZA6162AA_AS	108743	97728	97728	97728	97728	97728	97728	97728	97728	1067	106	106	5	2	1	B1	B1	fimH121	-	-	-	-	-	-	-	-	35196	Escherichia/Shigella sp.
ESC_MA7363AA	TWAG00226	ERR3330541;ILLUMINA;Paired;350;ERX3355256;SRA	Environment	Environment	household environment	2016	6	8		Africa	Kenya							University of Edinburgh	Escherichia coli								PRJEB32607	ERP115308		SAMEA5612046	ERS3416234	2019-05-30	2019-05-20	ESC_MA7363AA	O169	H45	10	ST10 Cplx	A	ND	Assembled	89	93910	5024594	Escherichia coli / Shigella;99.45%	267	59247	4	ESC_ZA6161AA_AS	108734	97734	97734	97734	97734	97734	97734	97734	21540	21540	1197	13	5	2	1	A	A	fimH215	-	-	-	-	-	-	-	-	38692	Escherichia/Shigella sp.
